Scale,Query,Dim,Mode,IC_id,EOC,WOC,CPC,FPC,TOC
125,67,3,GP AdaNexus,0,42.49622891936202,57.12977002891305,6.0,212.48114459681008,99.62599894827507
125,67,3,GP AdaNexus,1,85.9047973674245,302.83160085400976,10.0,773.1431763068205,388.73639822143423
125,67,3,GP AdaNexus,2,72.73482730880505,140.54649897799837,6.0,363.67413654402526,213.28132628680342
125,67,3,GP AdaNexus,3,97.93006353380109,66.03849593139756,5.0,391.72025413520436,163.96855946519867
125,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
125,67,3,GP AdaNexus,-1,300.06591712939263,566.5463657923187,28.0,1741.0187115828603,866.6122829217113
150,67,3,AP Nexus,0,138.0,69.0,4.0,414.0,207.0
150,67,3,AP Nexus,1,8664.0,6243.0,6.0,43320.0,14907.0
150,67,3,AP Nexus,2,5189.0,4057.0,6.0,25945.0,9246.0
150,67,3,AP Nexus,3,1843.0,1573.0,6.0,9215.0,3416.0
150,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
150,67,3,AP Nexus,-1,15835.0,11942.0,23.0,78894.0,27777.0
150,67,3,GP Nexus,0,2347.0,139.0,5.0,9388.0,2486.0
150,67,3,GP Nexus,1,1301.0,1166.0,11.0,13010.0,2467.0
150,67,3,GP Nexus,2,327.0,283.0,6.0,1635.0,610.0
150,67,3,GP Nexus,3,64.0,49.0,6.0,320.0,113.0
150,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
150,67,3,GP Nexus,-1,4040.0,1637.0,29.0,24353.0,5677.0
150,67,3,GP AdaNexus,0,42.82510518504233,57.57218258695594,5.0,171.30042074016933,100.39728777199826
150,67,3,GP AdaNexus,1,67.62240844899344,277.6470098106198,11.0,676.2240844899344,345.26941825961325
150,67,3,GP AdaNexus,2,79.61286131429556,147.05486229888115,6.0,398.0643065714778,226.6677236131767
150,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,6.0,532.2439049111641,175.0240269306106
150,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
150,67,3,GP AdaNexus,-1,297.5091559305642,550.8493006448347,29.0,1777.8327167127454,848.3584565753988
1,67,3,AP Nexus,0,2.0,1.0,1.0,0.0,3.0
1,67,3,AP Nexus,1,2.0,1.0,1.0,0.0,3.0
1,67,3,AP Nexus,2,2.0,1.0,1.0,0.0,3.0
1,67,3,AP Nexus,3,205.0,136.0,7.0,1230.0,341.0
1,67,3,AP Nexus,4,8946.0,6293.0,13.0,107352.0,15239.0
1,67,3,AP Nexus,5,5406.0,4196.0,7.0,32436.0,9602.0
1,67,3,AP Nexus,6,1932.0,1583.0,5.0,7728.0,3515.0
1,67,3,AP Nexus,7,1.0,0.0,1.0,0.0,1.0
1,67,3,AP Nexus,-1,16496.0,12211.0,36.0,148746.0,28707.0
1,67,3,GP Nexus,0,61.0,60.0,1.0,0.0,121.0
1,67,3,GP Nexus,1,179.0,138.0,1.0,0.0,317.0
1,67,3,GP Nexus,2,183.0,137.0,4.0,549.0,320.0
1,67,3,GP Nexus,3,2417.0,206.0,8.0,16919.0,2623.0
1,67,3,GP Nexus,4,1330.0,1295.0,11.0,13300.0,2625.0
1,67,3,GP Nexus,5,341.0,293.0,8.0,2387.0,634.0
1,67,3,GP Nexus,6,64.0,49.0,5.0,256.0,113.0
1,67,3,GP Nexus,7,1.0,0.0,1.0,0.0,1.0
1,67,3,GP Nexus,-1,4576.0,2178.0,39.0,33411.0,6754.0
1,67,3,GP AdaNexus,0,9.580930000383658,23.971890786896022,1.0,0.0,33.55282078727968
1,67,3,GP AdaNexus,1,151.94377666988578,138.0965691458671,1.0,0.0,290.04034581575286
1,67,3,GP AdaNexus,2,177.44687903262147,147.62206408264242,4.0,532.3406370978644,325.0689431152639
1,67,3,GP AdaNexus,3,67.04560574869107,88.71138220832425,8.0,469.31924024083753,155.75698795701533
1,67,3,GP AdaNexus,4,20.559133541777623,162.8356918331781,11.0,205.59133541777624,183.3948253749557
1,67,3,GP AdaNexus,5,83.8729218285901,153.46038401620905,7.0,503.23753097154054,237.33330584479916
1,67,3,GP AdaNexus,6,106.44878098223283,68.57524594837776,5.0,425.79512392893133,175.0240269306106
1,67,3,GP AdaNexus,7,1.0,0.0,1.0,0.0,1.0
1,67,3,GP AdaNexus,-1,617.8980278041826,783.2732280214947,38.0,2136.28386765695,1401.1712558256772
200,67,3,AP Nexus,0,138.0,69.0,4.0,414.0,207.0
200,67,3,AP Nexus,1,8719.0,6290.0,12.0,95909.0,15009.0
200,67,3,AP Nexus,2,5204.0,4129.0,6.0,26020.0,9333.0
200,67,3,AP Nexus,3,1848.0,1581.0,6.0,9240.0,3429.0
200,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
200,67,3,AP Nexus,-1,15910.0,12069.0,29.0,131583.0,27979.0
200,67,3,GP Nexus,0,2353.0,154.0,6.0,11765.0,2507.0
200,67,3,GP Nexus,1,1331.0,1317.0,8.0,9317.0,2648.0
200,67,3,GP Nexus,2,325.0,283.0,6.0,1625.0,608.0
200,67,3,GP Nexus,3,64.0,49.0,6.0,320.0,113.0
200,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
200,67,3,GP Nexus,-1,4074.0,1803.0,27.0,23027.0,5877.0
200,67,3,GP AdaNexus,0,47.86684806089143,64.28287435286113,6.0,239.33424030445713,112.14972241375256
200,67,3,GP AdaNexus,1,15.594820118729407,143.18055592515145,7.0,93.56892071237644,158.77537604388087
200,67,3,GP AdaNexus,2,77.19796197135373,144.89328391715236,8.0,540.3857337994762,222.09124588850608
200,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,6.0,532.2439049111641,175.0240269306106
200,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
200,67,3,GP AdaNexus,-1,248.10841113320743,420.9319601435427,28.0,1405.532799727474,669.0403712767502
20,67,3,AP Nexus,0,3060.0,851.0,7.0,18360.0,3911.0
20,67,3,AP Nexus,1,8350.0,6255.0,6.0,41750.0,14605.0
20,67,3,AP Nexus,2,4629.0,3762.0,6.0,23145.0,8391.0
20,67,3,AP Nexus,3,1951.0,1652.0,8.0,13657.0,3603.0
20,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
20,67,3,AP Nexus,-1,17991.0,12520.0,28.0,96912.0,30511.0
20,67,3,GP Nexus,0,2406.0,205.0,9.0,19248.0,2611.0
20,67,3,GP Nexus,1,1343.0,1091.0,8.0,9401.0,2434.0
20,67,3,GP Nexus,2,252.0,224.0,6.0,1260.0,476.0
20,67,3,GP Nexus,3,67.0,49.0,9.0,536.0,116.0
20,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
20,67,3,GP Nexus,-1,4069.0,1569.0,33.0,30445.0,5638.0
20,67,3,GP AdaNexus,0,66.95368399902354,88.42586379581712,9.0,535.6294719921883,155.37954779484068
20,67,3,GP AdaNexus,1,206.16365178133756,460.36764506766633,8.0,1443.1455624693629,666.5312968490039
20,67,3,GP AdaNexus,2,56.25688111906072,110.50402905877374,6.0,281.2844055953036,166.76091017783446
20,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,8.0,745.1414668756298,175.0240269306106
20,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
20,67,3,GP AdaNexus,-1,436.82299788165466,727.872783870635,32.0,3005.2009069324845,1164.6957817522896
250,67,3,AP Nexus,0,138.0,69.0,3.0,276.0,207.0
250,67,3,AP Nexus,1,8722.0,6213.0,11.0,87220.0,14935.0
250,67,3,AP Nexus,2,5202.0,4054.0,6.0,26010.0,9256.0
250,67,3,AP Nexus,3,1915.0,1572.0,6.0,9575.0,3487.0
250,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
250,67,3,AP Nexus,-1,15978.0,11908.0,27.0,123081.0,27886.0
250,67,3,GP Nexus,0,2370.0,183.0,6.0,11850.0,2553.0
250,67,3,GP Nexus,1,1326.0,1189.0,7.0,7956.0,2515.0
250,67,3,GP Nexus,2,328.0,284.0,8.0,2296.0,612.0
250,67,3,GP Nexus,3,64.0,49.0,6.0,320.0,113.0
250,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
250,67,3,GP Nexus,-1,4089.0,1705.0,28.0,22422.0,5794.0
250,67,3,GP AdaNexus,0,58.59416190337108,77.9243338760507,6.0,292.9708095168554,136.51849577942178
250,67,3,GP AdaNexus,1,76.3498152765772,297.50356547958177,7.0,458.0988916594632,373.85338075615897
250,67,3,GP AdaNexus,2,79.31634088178646,147.0540220795759,6.0,396.5817044089323,226.37036296136236
250,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,6.0,532.2439049111641,175.0240269306106
250,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
250,67,3,GP AdaNexus,-1,321.70909904396757,591.0571673835861,26.0,1679.8953104964148,912.7662664275538
50,67,3,AP Nexus,0,3161.0,952.0,4.0,9483.0,4113.0
50,67,3,AP Nexus,1,8389.0,6222.0,6.0,41945.0,14611.0
50,67,3,AP Nexus,2,5211.0,4137.0,7.0,31266.0,9348.0
50,67,3,AP Nexus,3,1848.0,1585.0,6.0,9240.0,3433.0
50,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
50,67,3,AP Nexus,-1,18610.0,12896.0,24.0,91934.0,31506.0
50,67,3,GP Nexus,0,2376.0,182.0,6.0,11880.0,2558.0
50,67,3,GP Nexus,1,1417.0,1282.0,8.0,9919.0,2699.0
50,67,3,GP Nexus,2,333.0,285.0,8.0,2331.0,618.0
50,67,3,GP Nexus,3,64.0,49.0,6.0,320.0,113.0
50,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
50,67,3,GP Nexus,-1,4191.0,1798.0,29.0,24450.0,5989.0
50,67,3,GP AdaNexus,0,58.02680238081161,77.32116074593442,5.0,232.10720952324644,135.34796312674604
50,67,3,GP AdaNexus,1,66.79755395707636,289.93159298868335,8.0,467.5828776995345,356.7291469457597
50,67,3,GP AdaNexus,2,83.90612675407044,151.35008059769459,7.0,503.43676052442265,235.25620735176503
50,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,5.0,425.79512392893133,175.0240269306106
50,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
50,67,3,GP AdaNexus,-1,316.1792640741912,587.1780802806901,26.0,1628.921971676135,903.3573443548813
5,67,3,AP Nexus,0,2.0,1.0,1.0,0.0,3.0
5,67,3,AP Nexus,1,3489.0,1280.0,7.0,20934.0,4769.0
5,67,3,AP Nexus,2,8242.0,6040.0,8.0,57694.0,14282.0
5,67,3,AP Nexus,3,4443.0,3596.0,6.0,22215.0,8039.0
5,67,3,AP Nexus,4,1174.0,1026.0,9.0,9392.0,2200.0
5,67,3,AP Nexus,5,1.0,0.0,1.0,0.0,1.0
5,67,3,AP Nexus,-1,17351.0,11943.0,32.0,110235.0,29294.0
5,67,3,GP Nexus,0,185.0,137.0,2.0,185.0,322.0
5,67,3,GP Nexus,1,2430.0,227.0,8.0,17010.0,2657.0
5,67,3,GP Nexus,2,987.0,959.0,8.0,6909.0,1946.0
5,67,3,GP Nexus,3,244.0,204.0,6.0,1220.0,448.0
5,67,3,GP Nexus,4,36.0,25.0,7.0,216.0,61.0
5,67,3,GP Nexus,5,1.0,0.0,1.0,0.0,1.0
5,67,3,GP Nexus,-1,3883.0,1552.0,32.0,25540.0,5435.0
5,67,3,GP AdaNexus,0,187.22351239117475,151.22366361399045,2.0,187.22351239117475,338.4471760051652
5,67,3,GP AdaNexus,1,76.34523253804359,99.615771671537,8.0,534.4166277663052,175.9610042095806
5,67,3,GP AdaNexus,2,17.284950235880927,129.0884513711069,8.0,120.99465165116649,146.37340160698784
5,67,3,GP AdaNexus,3,98.92486153591737,138.13327087716698,6.0,494.6243076795869,237.05813241308437
5,67,3,GP AdaNexus,4,129.74652906774304,52.17927998122749,7.0,778.4791744064582,181.92580904897054
5,67,3,GP AdaNexus,5,1.0,0.0,1.0,0.0,1.0
5,67,3,GP AdaNexus,-1,510.52508576875965,570.2404375150289,32.0,2115.7382738946917,1080.7655232837885
100,21,3,AP Nexus,0,70.0,69.0,2.0,70.0,139.0
100,21,3,AP Nexus,1,4109.0,3440.0,11.0,41090.0,7549.0
100,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
100,21,3,AP Nexus,-1,4180.0,3509.0,14.0,41160.0,7689.0
100,21,3,GP Nexus,0,84.0,71.0,1.0,0.0,155.0
100,21,3,GP Nexus,1,226.0,188.0,9.0,1808.0,414.0
100,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
100,21,3,GP Nexus,-1,311.0,259.0,11.0,1808.0,570.0
100,21,3,GP AdaNexus,0,64.22290201164998,65.70979081957329,1.0,0.0,129.93269283122328
100,21,3,GP AdaNexus,1,93.35609374058832,128.90841222801814,7.0,560.1365624435299,222.26450596860644
100,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
100,21,3,GP AdaNexus,-1,158.5789957522383,194.6182030475914,9.0,560.1365624435299,353.1971987998297
10,21,3,AP Nexus,0,2.0,1.0,1.0,0.0,3.0
10,21,3,AP Nexus,1,3979.0,3314.0,7.0,23874.0,7293.0
10,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
10,21,3,AP Nexus,-1,3982.0,3315.0,9.0,23874.0,7297.0
10,21,3,GP Nexus,0,137.0,136.0,2.0,137.0,273.0
10,21,3,GP Nexus,1,203.0,174.0,6.0,1015.0,377.0
10,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
10,21,3,GP Nexus,-1,341.0,310.0,9.0,1152.0,651.0
10,21,3,GP AdaNexus,0,9.455711543528858,35.85924919322987,2.0,9.455711543528858,45.31496073675873
10,21,3,GP AdaNexus,1,141.26161409624626,150.51119312918755,10.0,1271.3545268662165,291.7728072254338
10,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
10,21,3,GP AdaNexus,-1,151.7173256397751,186.37044232241743,13.0,1280.8102384097454,338.0877679621925
125,21,3,AP Nexus,0,4752.0,4692.0,2.0,4752.0,9444.0
125,21,3,AP Nexus,1,4220.0,3520.0,6.0,21100.0,7740.0
125,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
125,21,3,AP Nexus,-1,8973.0,8212.0,9.0,25852.0,17185.0
125,21,3,GP Nexus,0,4681.0,2512.0,3.0,9362.0,7193.0
125,21,3,GP Nexus,1,233.0,196.0,6.0,1165.0,429.0
125,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
125,21,3,GP Nexus,-1,4915.0,2708.0,10.0,10527.0,7623.0
125,21,3,GP AdaNexus,0,1430.1621819197226,1669.8039334369219,3.0,2860.324363839445,3099.9661153566444
125,21,3,GP AdaNexus,1,132.55863077968553,155.33914565158534,8.0,927.9104154577988,287.89777643127087
125,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
125,21,3,GP AdaNexus,-1,1563.720812699408,1825.1430790885072,12.0,3788.234779297244,3388.8638917879152
150,21,3,AP Nexus,0,6903.0,4764.0,2.0,6903.0,11667.0
150,21,3,AP Nexus,1,4364.0,3673.0,11.0,43640.0,8037.0
150,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
150,21,3,AP Nexus,-1,11268.0,8437.0,14.0,50543.0,19705.0
150,21,3,GP Nexus,0,4794.0,4692.0,3.0,9588.0,9486.0
150,21,3,GP Nexus,1,220.0,207.0,7.0,1320.0,427.0
150,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
150,21,3,GP Nexus,-1,5015.0,4899.0,11.0,10908.0,9914.0
150,21,3,GP AdaNexus,0,22.177447711226087,322.1174351996188,3.0,44.354895422452174,344.2948829108449
150,21,3,GP AdaNexus,1,38.455627688076845,88.27626191625951,7.0,230.73376612846107,126.73188960433636
150,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
150,21,3,GP AdaNexus,-1,61.63307539930293,410.3936971158783,11.0,275.08866155091323,472.0267725151812
1,21,3,AP Nexus,0,2.0,1.0,1.0,0.0,3.0
1,21,3,AP Nexus,1,3853.0,2992.0,9.0,30824.0,6845.0
1,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
1,21,3,AP Nexus,-1,3856.0,2993.0,11.0,30824.0,6849.0
1,21,3,GP Nexus,0,137.0,136.0,2.0,137.0,273.0
1,21,3,GP Nexus,1,190.0,138.0,7.0,1140.0,328.0
1,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
1,21,3,GP Nexus,-1,328.0,274.0,10.0,1277.0,602.0
1,21,3,GP AdaNexus,0,9.455711543528858,35.85924919322987,2.0,9.455711543528858,45.31496073675873
1,21,3,GP AdaNexus,1,247.5723829607839,171.6499935552166,9.0,1980.5790636862712,419.2223765160005
1,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
1,21,3,GP AdaNexus,-1,258.0280945043128,207.50924274844647,12.0,1990.0347752298,465.53733725275924
200,21,3,AP Nexus,0,4693.0,4692.0,2.0,4693.0,9385.0
200,21,3,AP Nexus,1,4178.0,3465.0,6.0,20890.0,7643.0
200,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
200,21,3,AP Nexus,-1,8872.0,8157.0,9.0,25583.0,17029.0
200,21,3,GP Nexus,0,6496.0,4352.0,3.0,12992.0,10848.0
200,21,3,GP Nexus,1,224.0,192.0,6.0,1120.0,416.0
200,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
200,21,3,GP Nexus,-1,6721.0,4544.0,10.0,14112.0,11265.0
200,21,3,GP AdaNexus,0,1059.4700899229856,1993.5777233954154,3.0,2118.940179845971,3053.047813318401
200,21,3,GP AdaNexus,1,87.91732790501678,126.63192837953385,7.0,527.5039674301006,214.5492562845506
200,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
200,21,3,GP AdaNexus,-1,1148.3874178280023,2120.209651774949,11.0,2646.444147276072,3268.5970696029517
20,21,3,AP Nexus,0,3964.0,3314.0,6.0,19820.0,7278.0
20,21,3,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
20,21,3,AP Nexus,-1,3965.0,3314.0,7.0,19820.0,7279.0
20,21,3,GP Nexus,0,205.0,174.0,7.0,1230.0,379.0
20,21,3,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
20,21,3,GP Nexus,-1,206.0,174.0,8.0,1230.0,380.0
20,21,3,GP AdaNexus,0,132.98631114136495,146.34740722843912,8.0,930.9041779895547,279.33371836980405
20,21,3,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
20,21,3,GP AdaNexus,-1,133.98631114136495,146.34740722843912,9.0,930.9041779895547,280.33371836980405
250,21,3,AP Nexus,0,4752.0,4692.0,2.0,4752.0,9444.0
250,21,3,AP Nexus,1,4422.0,3520.0,11.0,44220.0,7942.0
250,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
250,21,3,AP Nexus,-1,9175.0,8212.0,14.0,48972.0,17387.0
250,21,3,GP Nexus,0,4682.0,2513.0,3.0,9364.0,7195.0
250,21,3,GP Nexus,1,244.0,196.0,7.0,1464.0,440.0
250,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
250,21,3,GP Nexus,-1,4927.0,2709.0,11.0,10828.0,7636.0
250,21,3,GP AdaNexus,0,1430.1294747586908,1670.1857035437574,3.0,2860.2589495173816,3100.315178302448
250,21,3,GP AdaNexus,1,151.84005017423863,165.47308458703685,7.0,911.0403010454318,317.3131347612755
250,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
250,21,3,GP AdaNexus,-1,1582.9695249329293,1835.6587881307942,11.0,3771.2992505628135,3418.6283130637235
50,21,3,AP Nexus,0,4003.0,3435.0,10.0,36027.0,7438.0
50,21,3,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
50,21,3,AP Nexus,-1,4004.0,3435.0,11.0,36027.0,7439.0
50,21,3,GP Nexus,0,213.0,200.0,6.0,1065.0,413.0
50,21,3,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
50,21,3,GP Nexus,-1,214.0,200.0,7.0,1065.0,414.0
50,21,3,GP AdaNexus,0,46.774588462394995,95.42852565900057,8.0,327.42211923676496,142.20311412139557
50,21,3,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
50,21,3,GP AdaNexus,-1,47.774588462394995,95.42852565900057,9.0,327.42211923676496,143.20311412139557
5,21,3,AP Nexus,0,2.0,1.0,1.0,0.0,3.0
5,21,3,AP Nexus,1,3966.0,3314.0,10.0,35694.0,7280.0
5,21,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
5,21,3,AP Nexus,-1,3969.0,3315.0,12.0,35694.0,7284.0
5,21,3,GP Nexus,0,137.0,136.0,2.0,137.0,273.0
5,21,3,GP Nexus,1,205.0,174.0,8.0,1435.0,379.0
5,21,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
5,21,3,GP Nexus,-1,343.0,310.0,11.0,1572.0,653.0
5,21,3,GP AdaNexus,0,9.455711543528858,35.85924919322987,2.0,9.455711543528858,45.31496073675873
5,21,3,GP AdaNexus,1,132.98631114136495,146.34740722843912,7.0,797.9178668481898,279.33371836980405
5,21,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
5,21,3,GP AdaNexus,-1,143.4420226848938,182.20665642166898,10.0,807.3735783917186,325.6486791065628
100,62,4,AP Nexus,0,42276.0,21080.0,17.0,676416.0,63356.0
100,62,4,AP Nexus,1,7689.0,6241.0,16.0,115335.0,13930.0
100,62,4,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
100,62,4,AP Nexus,-1,49966.0,27321.0,34.0,791751.0,77287.0
100,62,4,GP Nexus,0,20019.0,7291.0,16.0,300285.0,27310.0
100,62,4,GP Nexus,1,58.0,38.0,18.0,986.0,96.0
100,62,4,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
100,62,4,GP Nexus,-1,20078.0,7329.0,35.0,301271.0,27407.0
100,62,4,GP AdaNexus,0,2517.2619896245837,3613.554589320167,17.0,40276.19183399334,6130.81657894475
100,62,4,GP AdaNexus,1,267.53178461680847,94.4688293998009,13.0,3210.381415401702,362.00061401660935
100,62,4,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
100,62,4,GP AdaNexus,-1,2785.7937742413924,3708.023418719968,31.0,43486.57324939504,6493.81719296136
10,62,4,AP Nexus,0,881.0,435.0,22.0,18501.0,1316.0
10,62,4,AP Nexus,1,2498.0,2352.0,32.0,77438.0,4850.0
10,62,4,AP Nexus,2,49476.0,24305.0,31.0,1484280.0,73781.0
10,62,4,AP Nexus,3,7436.0,6306.0,19.0,133848.0,13742.0
10,62,4,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,62,4,AP Nexus,-1,60292.0,33398.0,105.0,1714067.0,93690.0
10,62,4,GP Nexus,0,887.0,435.0,22.0,18627.0,1322.0
10,62,4,GP Nexus,1,42354.0,19440.0,37.0,1524744.0,61794.0
10,62,4,GP Nexus,2,22392.0,6948.0,42.0,918072.0,29340.0
10,62,4,GP Nexus,3,56.0,38.0,17.0,896.0,94.0
10,62,4,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,62,4,GP Nexus,-1,65690.0,26861.0,119.0,2462339.0,92551.0
10,62,4,GP AdaNexus,0,1272.4586929988457,651.8183214661717,21.0,25449.173859976912,1924.2770144650174
10,62,4,GP AdaNexus,1,4421.0583848135875,8181.039632578498,35.0,150315.98508366197,12602.098017392085
10,62,4,GP AdaNexus,2,2005.6412911859481,3151.1930471077894,38.0,74208.72777388008,5156.834338293737
10,62,4,GP AdaNexus,3,287.20600093076524,97.47033641341623,17.0,4595.296014892244,384.6763373441815
10,62,4,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
10,62,4,GP AdaNexus,-1,7987.364369929146,12081.521337565877,112.0,254569.18273241122,20068.88570749502
125,62,4,AP Nexus,0,3143.0,3037.0,15.0,44002.0,6180.0
125,62,4,AP Nexus,1,7620.0,6383.0,18.0,129540.0,14003.0
125,62,4,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
125,62,4,AP Nexus,-1,10764.0,9420.0,34.0,173542.0,20184.0
125,62,4,GP Nexus,0,25957.0,10989.0,15.0,363398.0,36946.0
125,62,4,GP Nexus,1,58.0,38.0,15.0,812.0,96.0
125,62,4,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
125,62,4,GP Nexus,-1,26016.0,11027.0,31.0,364210.0,37043.0
125,62,4,GP AdaNexus,0,3570.290758760566,5502.094989572147,11.0,35702.90758760566,9072.385748332712
125,62,4,GP AdaNexus,1,267.53178461680847,94.4688293998009,16.0,4012.976769252127,362.00061401660935
125,62,4,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
125,62,4,GP AdaNexus,-1,3838.8225433773746,5596.5638189719475,28.0,39715.88435685779,9435.386362349322
150,62,4,AP Nexus,0,40741.0,20053.0,16.0,611115.0,60794.0
150,62,4,AP Nexus,1,7694.0,6265.0,19.0,138492.0,13959.0
150,62,4,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
150,62,4,AP Nexus,-1,48436.0,26318.0,36.0,749607.0,74754.0
150,62,4,GP Nexus,0,31008.0,14608.0,23.0,682176.0,45616.0
150,62,4,GP Nexus,1,56.0,38.0,16.0,840.0,94.0
150,62,4,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
150,62,4,GP Nexus,-1,31065.0,14646.0,40.0,683016.0,45711.0
150,62,4,GP AdaNexus,0,4065.528130959405,6817.167933624746,21.0,81310.5626191881,10882.696064584152
150,62,4,GP AdaNexus,1,324.5176576100201,102.76370220690936,16.0,4867.764864150301,427.28135981692947
150,62,4,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
150,62,4,GP AdaNexus,-1,4391.045788569425,6919.9316358316555,38.0,86178.3274833384,11310.97742440108
1,62,4,AP Nexus,0,1159.0,626.0,15.0,16226.0,1785.0
1,62,4,AP Nexus,1,2968.0,2352.0,23.0,65296.0,5320.0
1,62,4,AP Nexus,2,2409.0,2352.0,20.0,45771.0,4761.0
1,62,4,AP Nexus,3,2409.0,2352.0,20.0,45771.0,4761.0
1,62,4,AP Nexus,4,2409.0,2352.0,20.0,45771.0,4761.0
1,62,4,AP Nexus,5,41857.0,35758.0,26.0,1046425.0,77615.0
1,62,4,AP Nexus,6,6771.0,6018.0,37.0,243756.0,12789.0
1,62,4,AP Nexus,7,1.0,0.0,1.0,0.0,1.0
1,62,4,AP Nexus,-1,59983.0,51810.0,162.0,1509016.0,111793.0
1,62,4,GP Nexus,0,975.0,441.0,25.0,23400.0,1416.0
1,62,4,GP Nexus,1,5323.0,2183.0,53.0,276796.0,7506.0
1,62,4,GP Nexus,2,5014.0,1601.0,45.0,220616.0,6615.0
1,62,4,GP Nexus,3,4746.0,1218.0,41.0,189840.0,5964.0
1,62,4,GP Nexus,4,4435.0,699.0,29.0,124180.0,5134.0
1,62,4,GP Nexus,5,4602.0,2142.0,26.0,115050.0,6744.0
1,62,4,GP Nexus,6,49.0,36.0,21.0,980.0,85.0
1,62,4,GP Nexus,7,1.0,0.0,1.0,0.0,1.0
1,62,4,GP Nexus,-1,25145.0,8320.0,241.0,950862.0,33465.0
1,62,4,GP AdaNexus,0,1272.2304604336223,651.8706584459394,27.0,33077.99197127418,1924.1011188795617
1,62,4,GP AdaNexus,1,1803.4005159896608,1612.838041138546,48.0,84759.82425151406,3416.2385571282066
1,62,4,GP AdaNexus,2,1489.4556057638176,1334.3572959599367,44.0,64046.59104784416,2823.8129017237543
1,62,4,GP AdaNexus,3,924.41807426818,890.9110655503973,38.0,34203.46874792266,1815.3291398185775
